Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,233.60000610351562,238.22999572753906,232.41000366210938,232.7899932861328,231.73040771484375,519200
2020-10-07,235.9499969482422,238.27999877929688,233.38999938964844,236.4199981689453,235.34390258789062,428900
2020-10-08,237.42999267578125,241.35000610351562,235.39999389648438,241.1199951171875,240.0225067138672,655500
2020-10-09,243.9199981689453,246.4600067138672,242.64999389648438,244.27999877929688,243.16812133789062,764000
2020-10-12,247.77999877929688,249.0,244.0399932861328,244.22999572753906,243.11834716796875,604000
2020-10-13,244.0,246.00999450683594,241.17999267578125,243.14999389648438,242.0432586669922,480500
2020-10-14,244.75,246.83999633789062,243.49000549316406,243.97999572753906,242.86949157714844,460700
2020-10-15,240.77000427246094,248.47999572753906,240.77000427246094,247.4499969482422,246.3236846923828,371600
2020-10-16,248.97999572753906,251.9499969482422,248.10000610351562,249.02999877929688,247.89649963378906,452100
2020-10-19,248.13999938964844,250.8699951171875,243.32000732421875,244.4600067138672,243.34730529785156,406600
2020-10-20,245.6699981689453,247.3000030517578,238.63999938964844,240.97999572753906,239.8831329345703,844100
2020-10-21,240.5399932861328,246.11000061035156,236.64999389648438,236.82000732421875,235.74208068847656,730200
2020-10-22,237.82000732421875,241.3000030517578,237.64999389648438,239.3300018310547,238.24066162109375,594900
2020-10-23,241.27999877929688,243.92999267578125,240.25999450683594,243.10000610351562,241.99349975585938,562300
2020-10-26,240.02999877929688,241.1300048828125,234.6699981689453,236.94000244140625,235.86154174804688,610100
2020-10-27,237.5,238.69000244140625,233.72000122070312,236.8800048828125,235.8018035888672,739200
2020-10-28,232.4199981689453,236.36000061035156,230.69000244140625,234.00999450683594,232.9448699951172,845100
2020-10-29,234.0,238.7100067138672,231.5800018310547,235.83999633789062,234.76654052734375,488000
2020-10-30,235.1199951171875,237.6300048828125,232.39999389648438,237.1199951171875,236.04071044921875,478600
2020-11-02,240.07000732421875,246.27000427246094,240.07000732421875,245.38999938964844,244.2730712890625,694000
2020-11-03,249.19000244140625,254.7899932861328,246.77999877929688,253.3699951171875,252.2167510986328,573300
2020-11-04,251.02000427246094,251.27000427246094,241.5800018310547,242.69000244140625,241.58535766601562,813700
2020-11-05,247.60000610351562,255.6999969482422,246.33999633789062,250.3000030517578,249.1607208251953,528400
2020-11-06,250.67999267578125,252.44000244140625,249.30999755859375,249.44000244140625,248.3046417236328,518100
2020-11-09,264.5,267.4800109863281,254.2100067138672,254.74000549316406,253.5805206298828,928800
2020-11-10,242.1199951171875,253.91000366210938,237.02000427246094,249.0500030517578,247.91641235351562,1032400
2020-11-11,251.1199951171875,252.02999877929688,241.10000610351562,242.19000244140625,241.08763122558594,987700
2020-11-12,242.19000244140625,242.19000244140625,231.74000549316406,235.0800018310547,234.00999450683594,1253900
2020-11-13,237.5399932861328,239.94000244140625,236.72999572753906,239.77999877929688,239.77999877929688,740500
2020-11-16,241.9499969482422,242.97999572753906,236.50999450683594,241.22000122070312,241.22000122070312,914300
2020-11-17,241.80999755859375,243.69000244140625,239.27999877929688,241.32000732421875,241.32000732421875,663700
2020-11-18,241.77000427246094,249.0800018310547,241.19000244140625,245.5,245.5,907500
2020-11-19,245.5,250.63999938964844,242.5500030517578,250.13999938964844,250.13999938964844,770700
2020-11-20,250.0,251.33999633789062,246.97000122070312,247.6300048828125,247.6300048828125,778800
2020-11-23,251.52000427246094,253.55999755859375,249.4600067138672,251.77999877929688,251.77999877929688,573300
2020-11-24,256.1199951171875,259.25,253.5500030517578,256.80999755859375,256.80999755859375,896500
2020-11-25,256.1000061035156,257.80999755859375,252.4499969482422,256.42999267578125,256.42999267578125,539600
2020-11-27,257.6600036621094,259.010009765625,255.2100067138672,255.92999267578125,255.92999267578125,243800
2020-11-30,253.38999938964844,255.5800018310547,249.44000244140625,255.55999755859375,255.55999755859375,972900
2020-12-01,258.0,259.8299865722656,246.80999755859375,246.9600067138672,246.9600067138672,977300
2020-12-02,246.6300048828125,248.92999267578125,245.5,246.69000244140625,246.69000244140625,780100
2020-12-03,245.67999267578125,250.77000427246094,244.07000732421875,245.24000549316406,245.24000549316406,644600
2020-12-04,245.3000030517578,249.72000122070312,245.27999877929688,247.9600067138672,247.9600067138672,582900
2020-12-07,247.63999938964844,248.13999938964844,243.1199951171875,245.1300048828125,245.1300048828125,648800
2020-12-08,244.22000122070312,250.17999267578125,244.0800018310547,249.60000610351562,249.60000610351562,493200
2020-12-09,249.1199951171875,252.25,248.44000244140625,251.27999877929688,251.27999877929688,660200
2020-12-10,249.75,250.39999389648438,244.1300048828125,246.77000427246094,246.77000427246094,696500
2020-12-11,245.1300048828125,249.05999755859375,244.8699951171875,246.72000122070312,246.72000122070312,578600
2020-12-14,248.19000244140625,249.10000610351562,242.77000427246094,242.99000549316406,242.99000549316406,428200
2020-12-15,245.7100067138672,249.44000244140625,244.24000549316406,247.22000122070312,247.22000122070312,490000
2020-12-16,248.52000427246094,248.77000427246094,244.16000366210938,245.72999572753906,245.72999572753906,535500
2020-12-17,246.69000244140625,247.9199981689453,244.6199951171875,247.19000244140625,247.19000244140625,500600
2020-12-18,246.91000366210938,248.39999389648438,242.7100067138672,247.9499969482422,247.9499969482422,1325300
2020-12-21,244.0500030517578,250.16000366210938,243.30999755859375,249.36000061035156,249.36000061035156,702900
2020-12-22,249.05999755859375,249.13999938964844,245.63999938964844,247.63999938964844,247.63999938964844,538000
2020-12-23,248.41000366210938,250.88999938964844,248.02999877929688,248.02999877929688,248.02999877929688,498000
2020-12-24,248.55999755859375,249.0800018310547,247.2100067138672,248.6300048828125,248.6300048828125,131900
2020-12-28,251.41000366210938,251.99000549316406,248.05999755859375,248.36000061035156,248.36000061035156,416000
2020-12-29,250.22999572753906,250.36000061035156,244.67999267578125,246.66000366210938,246.66000366210938,396300
2020-12-30,247.3699951171875,249.89999389648438,247.10000610351562,249.10000610351562,249.10000610351562,296000
2020-12-31,249.99000549316406,251.08999633789062,247.64999389648438,250.80999755859375,250.80999755859375,351500
2021-01-04,251.88999938964844,256.489990234375,245.0500030517578,246.47000122070312,246.47000122070312,887000
2021-01-05,246.2100067138672,248.74000549316406,244.5,247.07000732421875,247.07000732421875,683100
2021-01-06,250.47999572753906,260.9100036621094,250.47999572753906,258.55999755859375,258.55999755859375,901800
2021-01-07,261.3699951171875,262.5400085449219,257.5799865722656,259.5400085449219,259.5400085449219,587300
2021-01-08,260.7300109863281,264.25,258.2300109863281,261.80999755859375,261.80999755859375,700900
2021-01-11,259.1099853515625,264.1300048828125,257.0199890136719,262.5899963378906,262.5899963378906,578700
2021-01-12,262.5199890136719,265.8399963378906,260.8900146484375,265.4700012207031,265.4700012207031,446300
2021-01-13,266.2099914550781,266.3699951171875,262.1099853515625,262.4200134277344,262.4200134277344,407300
2021-01-14,263.3599853515625,264.55999755859375,260.70001220703125,262.75,262.75,376100
2021-01-15,258.9700012207031,258.9700012207031,253.3800048828125,255.60000610351562,255.60000610351562,663900
2021-01-19,258.5899963378906,263.1199951171875,258.45001220703125,261.0,261.0,525100
2021-01-20,261.489990234375,265.0799865722656,260.1300048828125,263.9700012207031,263.9700012207031,519600
2021-01-21,264.17999267578125,268.5400085449219,261.94000244140625,267.70001220703125,267.70001220703125,774100
2021-01-22,264.9800109863281,268.9100036621094,262.7900085449219,265.9700012207031,265.9700012207031,735800
2021-01-25,265.510009765625,266.7300109863281,260.0899963378906,260.8500061035156,260.8500061035156,803000
2021-01-26,255.49000549316406,257.19000244140625,244.00999450683594,244.4499969482422,244.4499969482422,2311000
2021-01-27,245.91000366210938,247.17999267578125,238.49000549316406,241.0500030517578,241.0500030517578,2246400
2021-01-28,245.0399932861328,254.3800048828125,243.22000122070312,251.1999969482422,251.1999969482422,938000
2021-01-29,250.0,255.32000732421875,248.11000061035156,248.52999877929688,248.52999877929688,1108900
2021-02-01,252.02000427246094,252.60000610351562,247.08999633789062,247.67999267578125,247.67999267578125,985900
2021-02-02,250.0,254.05999755859375,249.42999267578125,252.52000427246094,252.52000427246094,677300
2021-02-03,252.6300048828125,253.85000610351562,245.0,245.38999938964844,245.38999938964844,720600
2021-02-04,245.74000549316406,246.5,237.77000427246094,241.27000427246094,241.27000427246094,1422600
2021-02-05,244.41000366210938,246.0399932861328,240.38999938964844,242.88999938964844,242.88999938964844,894400
