Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,320.3299865722656,320.3299865722656,308.8900146484375,308.9700012207031,307.5352783203125,1149200
2020-10-07,310.3999938964844,315.57000732421875,310.3999938964844,313.8900146484375,312.43243408203125,1019500
2020-10-08,314.2200012207031,319.82000732421875,314.2200012207031,319.67999267578125,318.1955261230469,596800
2020-10-09,320.0,322.4700012207031,313.6300048828125,315.2799987792969,313.81597900390625,1210200
2020-10-12,314.5199890136719,318.80999755859375,313.2200012207031,316.5899963378906,315.1199035644531,834600
2020-10-13,315.1000061035156,318.42999267578125,311.8599853515625,312.6000061035156,311.1484375,636400
2020-10-14,311.42999267578125,317.6000061035156,311.3999938964844,314.8900146484375,313.42779541015625,1119900
2020-10-15,313.5299987792969,316.260009765625,312.239990234375,314.82000732421875,313.3581237792969,854000
2020-10-16,315.9700012207031,319.7300109863281,315.55999755859375,316.239990234375,314.7715148925781,1393700
2020-10-19,316.0400085449219,318.8900146484375,310.82000732421875,311.3299865722656,309.8843078613281,775300
2020-10-20,313.739990234375,313.7699890136719,308.2799987792969,309.04998779296875,307.6148986816406,786300
2020-10-21,308.0400085449219,309.8399963378906,305.9100036621094,308.3699951171875,306.93804931640625,830000
2020-10-22,309.260009765625,314.69000244140625,302.989990234375,302.989990234375,301.5830383300781,1388000
2020-10-23,305.1600036621094,309.55999755859375,304.0,308.42999267578125,306.9977722167969,1113300
2020-10-26,305.3999938964844,312.3500061035156,301.70001220703125,309.8399963378906,308.4012451171875,1312700
2020-10-27,308.6700134277344,309.010009765625,302.07000732421875,302.1199951171875,300.7170715332031,1081500
2020-10-28,299.5799865722656,304.25,293.5400085449219,293.6600036621094,292.29638671875,1221300
2020-10-29,292.5400085449219,297.69000244140625,291.25,292.3900146484375,291.03228759765625,1260400
2020-10-30,290.8699951171875,293.9200134277344,285.1300048828125,289.82000732421875,288.4742126464844,1227100
2020-11-02,294.4800109863281,298.9800109863281,292.75,296.6300048828125,295.2525939941406,852100
2020-11-03,299.30999755859375,307.1199951171875,299.30999755859375,304.82000732421875,303.4045715332031,864900
2020-11-04,310.0,324.260009765625,309.0,315.6400146484375,314.17431640625,1684000
2020-11-05,316.5,317.2799987792969,306.05999755859375,307.3999938964844,305.9725646972656,1410300
2020-11-06,305.739990234375,305.94000244140625,296.6300048828125,301.3599853515625,299.9606018066406,946700
2020-11-09,315.0,317.6000061035156,300.07000732421875,301.2799987792969,299.8809814453125,1732000
2020-11-10,302.7300109863281,316.8999938964844,301.4800109863281,314.510009765625,313.049560546875,948500
2020-11-11,314.9599914550781,314.9700012207031,306.0199890136719,309.9599914550781,308.5206604003906,590700
2020-11-12,308.0,308.7799987792969,302.3399963378906,306.2300109863281,304.8080139160156,737400
2020-11-13,308.0799865722656,313.1199951171875,307.1099853515625,311.7099914550781,310.2625427246094,493400
2020-11-16,315.3800048828125,315.5799865722656,311.4200134277344,312.7300109863281,311.27783203125,555100
2020-11-17,310.3299865722656,315.75,309.6499938964844,312.6300048828125,311.17828369140625,744500
2020-11-18,314.739990234375,316.4200134277344,310.29998779296875,310.6000061035156,309.15771484375,1187100
2020-11-19,311.2200012207031,311.8699951171875,306.9200134277344,309.4800109863281,308.04290771484375,708100
2020-11-20,308.8800048828125,310.2099914550781,305.20001220703125,306.4200134277344,304.99713134765625,776900
2020-11-23,309.2300109863281,311.2099914550781,305.5,306.489990234375,305.0667724609375,677000
2020-11-24,309.510009765625,313.6099853515625,308.5,309.9800109863281,308.54058837890625,918600
2020-11-25,310.05999755859375,314.1400146484375,307.8500061035156,312.260009765625,310.80999755859375,698700
2020-11-27,311.3699951171875,311.6300048828125,305.29998779296875,306.0299987792969,306.0299987792969,475100
2020-11-30,305.29998779296875,306.3999938964844,299.1400146484375,302.260009765625,302.260009765625,1154600
2020-12-01,304.17999267578125,309.8699951171875,300.5400085449219,301.1000061035156,301.1000061035156,882900
2020-12-02,301.1000061035156,301.69000244140625,297.739990234375,298.7699890136719,298.7699890136719,769500
2020-12-03,299.1700134277344,304.75,298.7200012207031,303.42999267578125,303.42999267578125,992100
2020-12-04,304.0299987792969,307.69000244140625,303.1199951171875,307.2300109863281,307.2300109863281,794100
2020-12-07,306.79998779296875,306.94000244140625,298.2900085449219,301.0,301.0,907100
2020-12-08,300.760009765625,308.6400146484375,300.3999938964844,301.9599914550781,301.9599914550781,764100
2020-12-09,302.1400146484375,304.7099914550781,300.07000732421875,303.7300109863281,303.7300109863281,730500
